-4.12000000	-4.48000000	0.38918788
-3.12000000	-4.48000000	0.37364437
-2.12000000	-4.48000000	0.35836957
-1.12000000	-4.48000000	0.33355613
-0.12000000	-4.48000000	0.31957037
0.88000000	-4.48000000	0.27360978
1.88000000	-4.48000000	0.25784777
2.88000000	-4.48000000	0.23529805
3.88000000	-4.48000000	0.26254153
4.88000000	-4.48000000	0.25448840
5.88000000	-4.48000000	0.31600876
6.88000000	-4.48000000	0.34178707
7.88000000	-4.48000000	0.39571115
8.88000000	-4.48000000	0.42882061
9.88000000	-4.48000000	0.46544353
10.88000000	-4.48000000	0.49155958
11.88000000	-4.48000000	0.51111349
12.88000000	-4.48000000	0.53180336
13.88000000	-4.48000000	0.55196252
14.88000000	-4.48000000	0.56579255
15.88000000	-4.48000000	0.58252615
-4.12000000	-3.48000000	0.36710347
-3.12000000	-3.48000000	0.34811092
-2.12000000	-3.48000000	0.29173547
-1.12000000	-3.48000000	0.28072166
-0.12000000	-3.48000000	0.24121331
0.88000000	-3.48000000	0.24673016
1.88000000	-3.48000000	0.22932217
2.88000000	-3.48000000	0.26364102
3.88000000	-3.48000000	0.28573867
4.88000000	-3.48000000	0.32663354
5.88000000	-3.48000000	0.36778367
6.88000000	-3.48000000	0.40139022
7.88000000	-3.48000000	0.43824145
8.88000000	-3.48000000	0.46642060
9.88000000	-3.48000000	0.49436652
10.88000000	-3.48000000	0.51979391
11.88000000	-3.48000000	0.53962808
12.88000000	-3.48000000	0.55109570
13.88000000	-3.48000000	0.56989957
14.88000000	-3.48000000	0.56421373
15.88000000	-3.48000000	0.57812089
-4.12000000	-2.48000000	0.38426348
-3.12000000	-2.48000000	0.36599434
-2.12000000	-2.48000000	0.34754808
-1.12000000	-2.48000000	0.32547997
-0.12000000	-2.48000000	0.29329610
0.88000000	-2.48000000	0.16562743
1.88000000	-2.48000000	0.21926918
2.88000000	-2.48000000	0.20618006
3.88000000	-2.48000000	0.25599558
4.88000000	-2.48000000	0.27211352
5.88000000	-2.48000000	0.33149375
6.88000000	-2.48000000	0.37020076
7.88000000	-2.48000000	0.40885161
8.88000000	-2.48000000	0.44429023
9.88000000	-2.48000000	0.46940153
10.88000000	-2.48000000	0.49596002
11.88000000	-2.48000000	0.52017121
12.88000000	-2.48000000	0.54200630
13.88000000	-2.48000000	0.56050132
14.88000000	-2.48000000	0.57246668
15.88000000	-2.48000000	0.59083604
-4.12000000	-1.48000000	0.37581849
-3.12000000	-1.48000000	0.36028951
-2.12000000	-1.48000000	0.32302382
-1.12000000	-1.48000000	0.31147215
-0.12000000	-1.48000000	0.26354940
0.88000000	-1.48000000	0.25830288
1.88000000	-1.48000000	0.20743499
2.88000000	-1.48000000	0.24477864
3.88000000	-1.48000000	0.24413614
4.88000000	-1.48000000	0.30508529
5.88000000	-1.48000000	0.33621539
6.88000000	-1.48000000	0.38185259
7.88000000	-1.48000000	0.42258402
8.88000000	-1.48000000	0.44531791
9.88000000	-1.48000000	0.47680706
10.88000000	-1.48000000	0.50075360
11.88000000	-1.48000000	0.52349107
12.88000000	-1.48000000	0.54187293
13.88000000	-1.48000000	0.55969591
14.88000000	-1.48000000	0.57799616
15.88000000	-1.48000000	0.58561660
-4.12000000	-0.48000000	0.39890698
-3.12000000	-0.48000000	0.38117028
-2.12000000	-0.48000000	0.36180192
-1.12000000	-0.48000000	0.34473792
-0.12000000	-0.48000000	0.32348320
0.88000000	-0.48000000	0.27786051
1.88000000	-0.48000000	0.28075592
2.88000000	-0.48000000	-0.67000000
3.88000000	-0.48000000	0.32543206
4.88000000	-0.48000000	0.28109564
5.88000000	-0.48000000	0.39393091
6.88000000	-0.48000000	0.40910054
7.88000000	-0.48000000	0.43465005
8.88000000	-0.48000000	0.45999501
9.88000000	-0.48000000	0.49628606
10.88000000	-0.48000000	0.52985145
11.88000000	-0.48000000	0.53160293
12.88000000	-0.48000000	0.55592421
13.88000000	-0.48000000	0.58847401
14.88000000	-0.48000000	0.59138466
15.88000000	-0.48000000	0.60616550
-4.12000000	0.52000000	0.40711549
-3.12000000	0.52000000	0.39839997
-2.12000000	0.52000000	0.38852336
-1.12000000	0.52000000	0.37468513
-0.12000000	0.52000000	0.33237803
0.88000000	0.52000000	0.33797827
1.88000000	0.52000000	0.29396815
2.88000000	0.52000000	0.32843202
3.88000000	0.52000000	0.33850384
4.88000000	0.52000000	0.39487173
5.88000000	0.52000000	0.41965163
6.88000000	0.52000000	0.42885276
7.88000000	0.52000000	0.44945561
8.88000000	0.52000000	0.46671674
9.88000000	0.52000000	0.51848028
10.88000000	0.52000000	0.51714121
11.88000000	0.52000000	0.54787973
12.88000000	0.52000000	0.60057820
13.88000000	0.52000000	0.60531077
14.88000000	0.52000000	0.60406892
15.88000000	0.52000000	0.60782179
-4.12000000	1.52000000	0.41989418
-3.12000000	1.52000000	0.40682736
-2.12000000	1.52000000	0.40548820
-1.12000000	1.52000000	0.38896242
-0.12000000	1.52000000	0.38819043
0.88000000	1.52000000	0.35872955
1.88000000	1.52000000	0.37665598
2.88000000	1.52000000	0.34587772
3.88000000	1.52000000	0.40875807
4.88000000	1.52000000	0.41634044
5.88000000	1.52000000	0.42905865
6.88000000	1.52000000	0.44458416
7.88000000	1.52000000	0.47804729
8.88000000	1.52000000	0.51110472
9.88000000	1.52000000	0.49409093
10.88000000	1.52000000	0.53064206
11.88000000	1.52000000	0.57205500
12.88000000	1.52000000	0.58530236
13.88000000	1.52000000	0.60806346
14.88000000	1.52000000	0.61174233
15.88000000	1.52000000	0.61350922
-4.12000000	2.52000000	0.43527811
-3.12000000	2.52000000	0.42648221
-2.12000000	2.52000000	0.42156314
-1.12000000	2.52000000	0.41545473
-0.12000000	2.52000000	0.40016187
0.88000000	2.52000000	0.40018297
1.88000000	2.52000000	0.40081553
2.88000000	2.52000000	0.41936679
3.88000000	2.52000000	0.43226504
4.88000000	2.52000000	0.42979435
5.88000000	2.52000000	0.44526867
6.88000000	2.52000000	0.46730046
7.88000000	2.52000000	0.49558429
8.88000000	2.52000000	0.48072437
9.88000000	2.52000000	0.52545015
10.88000000	2.52000000	0.57017043
11.88000000	2.52000000	0.58518233
12.88000000	2.52000000	0.61193342
13.88000000	2.52000000	0.61475573
14.88000000	2.52000000	0.61760507
15.88000000	2.52000000	0.61897628
-4.12000000	3.52000000	0.43496478
-3.12000000	3.52000000	0.42175304
-2.12000000	3.52000000	0.43001314
-1.12000000	3.52000000	0.40363323
-0.12000000	3.52000000	0.40533444
0.88000000	3.52000000	0.38840893
1.88000000	3.52000000	0.40546160
2.88000000	3.52000000	0.41041762
3.88000000	3.52000000	0.43545155
4.88000000	3.52000000	0.44759975
5.88000000	3.52000000	0.47703577
6.88000000	3.52000000	0.50306439
7.88000000	3.52000000	0.47739636
8.88000000	3.52000000	0.50071937
9.88000000	3.52000000	0.55974012
10.88000000	3.52000000	0.57571414
11.88000000	3.52000000	0.60607247
12.88000000	3.52000000	0.62132016
13.88000000	3.52000000	0.62013617
14.88000000	3.52000000	0.61959459
15.88000000	3.52000000	0.62288135
-4.12000000	4.52000000	0.44727785
-3.12000000	4.52000000	0.44300481
-2.12000000	4.52000000	0.43642978
-1.12000000	4.52000000	0.43516510
-0.12000000	4.52000000	0.42666011
0.88000000	4.52000000	0.43254078
1.88000000	4.52000000	0.42916959
2.88000000	4.52000000	0.44465627
3.88000000	4.52000000	0.46081372
4.88000000	4.52000000	0.48403715
5.88000000	4.52000000	0.51967004
6.88000000	4.52000000	0.47705283
7.88000000	4.52000000	0.49999806
8.88000000	4.52000000	0.55437214
9.88000000	4.52000000	0.56918900
10.88000000	4.52000000	0.60479935
11.88000000	4.52000000	0.61344866
12.88000000	4.52000000	0.61949949
13.88000000	4.52000000	0.62139504
14.88000000	4.52000000	0.62302376
15.88000000	4.52000000	0.62574720
-4.12000000	5.52000000	0.44736921
-3.12000000	5.52000000	0.44304973
-2.12000000	5.52000000	0.44848724
-1.12000000	5.52000000	0.44120820
-0.12000000	5.52000000	0.43469662
0.88000000	5.52000000	0.43496816
1.88000000	5.52000000	0.42652731
2.88000000	5.52000000	0.42167724
3.88000000	5.52000000	0.43930639
4.88000000	5.52000000	0.45501112
5.88000000	5.52000000	0.47847117
6.88000000	5.52000000	0.49088727
7.88000000	5.52000000	0.54580781
8.88000000	5.52000000	0.55533665
9.88000000	5.52000000	0.60628757
10.88000000	5.52000000	0.61314986
11.88000000	5.52000000	0.62019174
12.88000000	5.52000000	0.62445029
13.88000000	5.52000000	0.62712319
